instrument,time,measured_pressure,measured_temperature
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:22:00,105.69294,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:22:30,105.68313,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:23:00,105.69294,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:23:30,105.69294,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:24:00,105.69294,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:24:30,105.71256,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:25:00,105.73218,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:25:30,105.73218,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:26:00,105.73218,16.6
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:26:30,105.74199,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:27:00,105.7518,16.7
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:27:30,105.78123,16.8
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:28:00,105.80085,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:28:30,105.81066,16.9
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:29:00,105.84009,17
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:29:30,105.84009,17
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:30:00,105.86952,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:30:30,105.86952,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:31:00,105.88914,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:31:30,105.89895,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:32:00,105.91857,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:32:30,105.91857,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:33:00,105.93819,17.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:33:30,105.948,17.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:34:00,105.95781,17.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:34:30,105.95781,17.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:35:00,105.97743,17.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:35:30,105.98724,17.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:36:00,106.01667,17.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:36:30,106.01667,17.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:37:00,106.03629,17.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:37:30,106.06572,17.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:38:00,106.06572,17.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:38:30,106.05591,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:39:00,106.06572,17.2
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:39:30,106.07553,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:40:00,106.07553,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:40:30,106.06572,17
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:41:00,106.07553,17.1
Solinst Levelogger Junior Edge Model 3001,2021-03-26 17:41:30,106.07553,17.1
