instrument,time,measured_temperature,measured_turbidity,cleaned_turbidity,turbidity_1min_avg,turbidity_1min_max,turbidity_1min_min,turbidity_1min_sd
Observator NEP-595,2021-08-20 05:10:13,26.67,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 05:20:13,26.67,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 05:30:13,26.67,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 05:40:13,26.67,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 05:50:13,26.82,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 06:00:13,26.79,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 06:10:13,26.55,0,-8888,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 06:20:13,26.55,0.37,0.37,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 06:30:13,26.58,6.2,6.2,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 06:40:13,26.64,6.47,6.47,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 06:50:13,26.73,5.49,5.49,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 07:00:13,26.79,5,5,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 07:10:13,27,4.86,4.86,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 07:20:13,27.18,5.45,5.45,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 07:30:13,27.24,5.17,5.17,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 07:40:13,27.33,4.76,4.76,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 07:50:13,27.45,4.35,4.35,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 08:00:13,27.3,4.16,4.16,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 08:10:13,27.63,4.28,4.28,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 08:20:13,27.57,4.27,4.27,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 08:30:13,27.6,5.27,5.27,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 08:40:13,27.66,4.89,4.89,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 08:50:13,27.9,4.06,4.06,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 09:00:13,27.99,4.14,4.14,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 09:10:14,27.87,4.95,4.95,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 09:20:14,28.14,4.4,4.4,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 09:30:14,27.99,4.86,4.86,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 09:40:14,27.99,3.94,3.94,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 09:50:14,28.05,4.46,4.46,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 10:00:14,28.17,4.09,4.09,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 10:10:14,27.99,4.85,4.85,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 10:20:14,27.93,4.43,4.43,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 10:30:14,27.87,4.85,4.85,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 10:40:14,27.87,5.52,5.52,not_collected,not_collected,not_collected,not_collected
Observator NEP-595,2021-08-20 10:50:14,27.96,5.1,5.1,not_collected,not_collected,not_collected,not_collected
