instrument,time,measured_pressure,measured_temperature
Solinst Levelogger Junior Edge Model 3001,2021-03-26 21:59:17,106.18344,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 21:59:47,106.18344,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:00:17,106.18344,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:00:47,106.18344,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:01:17,106.15401,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:01:47,106.15401,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:02:17,106.15401,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:02:47,106.15401,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:03:17,106.12458,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:03:47,106.12458,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:04:17,106.12458,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:04:47,106.09515,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:05:17,106.09515,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:05:47,106.09515,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:06:17,106.06572,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:06:47,106.06572,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:07:17,106.06572,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:07:47,106.06572,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:08:17,106.06572,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:08:47,106.03629,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:09:17,106.03629,20.4
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:09:47,106.03629,20.3
Solinst Levelogger Junior Edge Model 3001,2021-03-26 22:10:17,106.00686,20.3
